order_id,customer_id,product_id,order_date,order_quantity,total_amount,status
47,235,142,16-08-2022,1,457,Cancelled
48,363,35,29-11-2022,12,5304,Cancelled
49,616,452,07-02-2023,6,1542,Cancelled
50,496,67,18-05-2023,13,5174,Delivered
51,289,409,23-09-2022,4,1960,Delivered
52,956,479,13-09-2022,2,690,Cancelled
53,754,107,07-12-2022,2,532,Cancelled
54,799,498,30-09-2022,11,1672,Delivered
55,235,290,10-10-2022,12,1680,Delivered
56,609,372,13-10-2022,17,4692,Cancelled
57,876,18,14-06-2023,2,600,Delivered
58,680,248,01-05-2023,17,6817,Delivered
59,319,451,11-10-2022,9,3150,Cancelled
60,72,384,28-06-2023,3,573,Delivered
61,37,494,09-09-2022,18,3114,Delivered
62,480,340,19-03-2023,8,1240,Delivered
63,322,393,13-03-2023,20,3180,Cancelled
64,938,380,23-02-2023,20,680,Delivered
65,619,372,23-09-2022,2,180,Delivered
66,197,30,13-08-2022,2,948,Cancelled
67,606,335,05-07-2023,2,170,Delivered
68,331,69,01-09-2022,20,9640,Cancelled
69,301,266,07-10-2022,19,7885,Cancelled
70,148,114,15-09-2022,12,2844,Delivered
71,535,473,17-01-2023,2,868,Cancelled
72,264,261,01-01-2023,2,412,Delivered
73,632,257,30-03-2023,14,1358,Delivered
74,797,232,03-04-2023,5,2005,Cancelled
75,804,219,27-12-2022,5,1160,Cancelled
76,857,397,11-05-2023,17,5049,Delivered
77,639,403,30-10-2022,5,235,Delivered
78,120,238,30-12-2022,8,184,Delivered
79,164,24,07-07-2023,18,3834,Cancelled
80,865,93,19-07-2022,20,3580,Cancelled
81,96,255,14-03-2023,19,7125,Cancelled
82,896,282,28-03-2023,19,9405,Delivered
83,425,345,01-12-2022,5,575,Delivered
84,964,141,23-11-2022,14,6132,Cancelled
85,869,104,27-01-2023,20,4320,Delivered
86,749,259,26-04-2023,11,1771,Cancelled
87,836,316,05-05-2023,10,900,Cancelled
88,220,428,28-03-2023,10,190,Delivered
89,781,31,13-04-2023,15,1470,Delivered
90,766,127,27-02-2023,5,1540,Cancelled
91,122,491,15-08-2022,14,4858,Cancelled
92,246,300,30-10-2022,19,7524,Cancelled
93,96,331,10-07-2023,16,5056,Cancelled
94,121,176,06-02-2023,7,763,Cancelled
95,874,379,09-11-2022,3,1296,Cancelled
96,458,212,30-01-2023,3,1416,Cancelled
97,949,454,02-10-2022,17,8432,Delivered
98,968,66,19-08-2022,5,2365,Delivered
99,275,443,05-03-2023,7,2037,Delivered
100,563,56,07-03-2023,6,1770,Cancelled
101,115,231,11-04-2023,9,441,Delivered
102,222,132,24-06-2023,4,748,Cancelled
103,185,368,19-02-2023,7,217,Cancelled
104,576,142,22-01-2023,8,2856,Delivered
105,7,5,22-10-2022,18,4212,Cancelled
106,893,455,16-09-2022,2,934,Delivered
107,688,180,18-07-2022,15,2520,Delivered
108,702,396,23-02-2023,19,5795,Delivered
109,84,480,08-01-2023,18,6426,Cancelled
110,103,71,03-03-2023,5,1650,Cancelled
111,215,297,15-01-2023,13,1521,Delivered
112,834,75,25-08-2022,12,1644,Delivered
113,144,356,08-03-2023,10,4150,Delivered
114,662,353,26-09-2022,14,1092,Delivered
115,513,285,25-11-2022,14,4186,Delivered
116,978,417,09-09-2022,13,6474,Cancelled
117,812,265,05-01-2023,19,4731,Delivered
118,922,402,10-10-2022,20,7680,Cancelled
119,390,366,14-11-2022,7,3115,Delivered
120,497,279,09-09-2022,20,8720,Cancelled
121,700,47,14-07-2022,11,187,Delivered
122,899,207,07-11-2022,10,960,Cancelled
123,28,381,08-07-2023,15,6885,Delivered
124,40,200,13-08-2022,2,256,Delivered
125,728,444,09-08-2022,16,5792,Delivered
126,531,396,06-02-2023,18,1368,Cancelled
127,385,208,20-10-2022,18,990,Cancelled
128,778,324,15-02-2023,19,1653,Delivered
129,720,225,16-08-2022,4,1804,Delivered
130,653,134,10-09-2022,6,2160,Delivered
131,900,348,09-04-2023,16,6560,Cancelled
132,396,44,31-03-2023,8,104,Delivered
133,349,393,08-04-2023,19,7106,Cancelled
134,778,435,17-12-2022,11,2178,Cancelled
135,896,427,26-06-2023,13,5811,Cancelled
136,470,387,12-01-2023,8,824,Cancelled
137,937,390,06-09-2022,13,2353,Delivered
138,649,143,29-05-2023,2,182,Cancelled
139,747,9,29-04-2023,6,2724,Cancelled
140,757,11,20-02-2023,12,5112,Cancelled
141,262,81,25-08-2022,18,5292,Cancelled
142,749,464,14-02-2023,2,632,Cancelled
143,141,159,06-10-2022,17,1479,Delivered
144,360,200,21-03-2023,19,4180,Cancelled
145,706,27,24-11-2022,5,1845,Delivered
146,335,364,30-09-2022,18,6174,Delivered
147,998,465,15-01-2023,3,1404,Cancelled
148,83,500,09-05-2023,17,8381,Delivered
149,400,59,24-10-2022,3,90,Cancelled
150,125,248,28-06-2023,7,3346,Cancelled
151,154,479,02-03-2023,14,2268,Delivered
152,305,408,26-12-2022,3,1203,Delivered
153,21,278,23-05-2023,13,4888,Delivered
154,269,312,13-09-2022,6,642,Delivered
155,559,451,10-06-2023,8,3392,Delivered
156,515,356,20-03-2023,14,2660,Delivered
157,467,140,11-12-2022,8,920,Delivered
158,4,334,19-05-2023,16,5616,Delivered
159,352,474,12-06-2023,1,351,Delivered
160,969,31,19-07-2022,20,3500,Delivered
161,89,89,05-10-2022,18,7578,Cancelled
162,471,53,13-08-2022,12,5664,Cancelled
163,717,360,13-04-2023,16,5744,Delivered
164,607,217,10-06-2023,3,1158,Cancelled
165,501,411,03-02-2023,7,2471,Cancelled
166,748,159,04-07-2023,20,9880,Cancelled
167,727,48,08-09-2022,19,4199,Delivered
168,705,274,25-07-2022,12,876,Cancelled
169,208,389,09-02-2023,11,1804,Cancelled
170,690,444,19-10-2022,13,3874,Cancelled
171,336,147,28-10-2022,4,1648,Cancelled
172,815,433,08-03-2023,19,9272,Cancelled
173,601,136,09-02-2023,9,3906,Cancelled
174,462,218,24-11-2022,15,5955,Cancelled
175,926,186,17-09-2022,11,4334,Delivered
176,331,65,18-08-2022,7,2919,Cancelled
177,22,214,13-12-2022,15,2040,Cancelled
178,836,223,24-02-2023,4,100,Cancelled
179,296,235,22-05-2023,13,5044,Cancelled
180,981,258,16-01-2023,7,3157,Delivered
181,291,13,12-06-2023,12,1524,Delivered
182,71,450,26-10-2022,7,966,Delivered
183,743,187,24-08-2022,1,304,Delivered
184,529,102,23-09-2022,15,3315,Cancelled
185,417,444,11-02-2023,1,491,Cancelled
186,200,340,17-04-2023,9,2187,Delivered
187,82,96,19-11-2022,12,5496,Delivered
188,320,356,21-09-2022,9,3105,Cancelled
189,704,156,19-12-2022,20,5940,Cancelled
190,287,225,12-01-2023,6,1722,Delivered
191,196,293,12-08-2022,10,2960,Cancelled
192,476,87,17-01-2023,8,1312,Delivered
193,263,274,22-09-2022,2,938,Cancelled
194,116,305,25-11-2022,7,1036,Delivered
195,641,496,21-05-2023,5,1315,Delivered
196,426,206,30-12-2022,4,344,Cancelled
197,194,93,30-06-2023,2,984,Delivered
198,516,163,14-06-2023,10,4470,Cancelled
199,885,500,03-01-2023,9,2160,Cancelled
200,352,357,16-06-2023,15,7260,Delivered
201,500,456,01-12-2022,14,6762,Delivered
202,772,27,15-05-2023,10,4830,Delivered
203,871,63,07-01-2023,19,3705,Delivered
204,333,489,09-01-2023,17,3451,Delivered
205,307,340,04-05-2023,15,1710,Delivered
206,43,71,17-04-2023,14,1288,Delivered
207,547,389,07-11-2022,6,1014,Delivered
208,183,381,01-08-2022,14,1736,Cancelled
209,644,365,26-01-2023,20,9900,Delivered
210,835,471,20-08-2022,16,4368,Delivered
211,387,273,18-09-2022,17,8007,Cancelled
212,278,56,25-05-2023,13,3705,Delivered
213,394,261,08-08-2022,19,4142,Delivered
214,808,269,18-11-2022,1,181,Delivered
215,863,104,15-12-2022,18,1170,Delivered
216,35,335,18-04-2023,12,5940,Delivered
217,915,275,01-09-2022,9,4293,Delivered
218,783,38,29-07-2022,1,64,Cancelled
219,430,273,22-06-2023,17,4675,Delivered
220,329,187,16-09-2022,3,432,Delivered
221,217,228,21-05-2023,7,3472,Delivered
222,196,477,07-11-2022,6,834,Delivered
223,931,293,26-07-2022,6,1308,Delivered
224,291,199,12-07-2023,8,1920,Cancelled
225,578,98,06-04-2023,12,312,Cancelled
226,948,401,30-08-2022,15,2175,Cancelled
227,878,349,11-06-2023,7,2170,Cancelled
228,891,244,06-05-2023,6,1392,Delivered
229,98,317,04-03-2023,14,3528,Cancelled
230,257,30,27-05-2023,18,1476,Cancelled
231,446,453,31-03-2023,10,220,Delivered
232,583,179,06-11-2022,3,900,Delivered
233,868,462,21-02-2023,9,2799,Cancelled
234,244,186,30-12-2022,7,2856,Cancelled
235,258,24,17-07-2022,19,3021,Delivered
236,206,475,23-01-2023,10,4390,Cancelled
237,999,330,02-11-2022,15,6630,Delivered
238,837,16,12-07-2023,6,1296,Delivered
239,458,386,25-07-2022,2,462,Delivered
240,408,418,22-01-2023,1,89,Delivered
241,735,406,12-06-2023,13,1248,Cancelled
242,685,460,21-08-2022,2,696,Cancelled
243,84,204,23-06-2023,11,3454,Delivered
244,475,488,02-08-2022,3,1146,Delivered
245,304,235,09-07-2023,14,196,Delivered
246,211,431,29-03-2023,3,351,Delivered
247,758,191,28-07-2022,3,537,Delivered
248,198,469,11-09-2022,10,3780,Cancelled
249,296,499,27-01-2023,12,4992,Cancelled
250,121,298,14-01-2023,18,6192,Delivered
251,726,239,07-11-2022,15,3405,Cancelled
252,530,251,22-11-2022,17,5695,Delivered
253,53,101,25-09-2022,2,512,Cancelled
254,305,480,22-11-2022,19,7296,Delivered
255,234,460,07-11-2022,5,2030,Cancelled
256,98,389,25-01-2023,10,2600,Delivered
257,998,76,16-04-2023,15,1290,Delivered
258,997,345,31-01-2023,19,6175,Cancelled
259,338,43,25-08-2022,17,6953,Delivered
260,46,476,28-11-2022,19,2869,Cancelled
261,796,59,14-10-2022,7,2772,Delivered
262,800,96,18-01-2023,9,864,Cancelled
263,693,444,23-03-2023,14,5978,Cancelled
264,974,377,18-02-2023,7,1680,Cancelled
265,980,187,14-06-2023,5,90,Cancelled
266,587,76,23-06-2023,17,7616,Cancelled
267,961,47,17-04-2023,5,525,Delivered
268,251,215,02-07-2023,19,190,Delivered
269,532,58,16-11-2022,7,1204,Delivered
270,244,66,04-07-2023,20,8940,Cancelled
271,852,90,13-01-2023,13,1677,Cancelled
272,232,214,12-11-2022,7,1806,Delivered
273,427,344,12-10-2022,1,93,Cancelled
274,136,429,28-10-2022,1,108,Delivered
275,326,181,30-07-2022,4,748,Delivered
276,587,294,15-07-2022,10,3570,Delivered
277,694,334,26-08-2022,10,960,Cancelled
278,982,500,09-10-2022,14,4522,Delivered
279,783,303,21-10-2022,1,497,Delivered
280,840,462,22-02-2023,14,4690,Cancelled
281,380,476,14-11-2022,16,1968,Cancelled
282,592,224,21-01-2023,10,4100,Delivered
283,750,102,11-01-2023,14,1414,Delivered
284,342,10,07-05-2023,1,217,Delivered
285,566,417,24-11-2022,12,900,Delivered
286,711,275,10-07-2023,2,540,Delivered
287,860,360,31-07-2022,18,1188,Delivered
288,404,129,02-09-2022,10,1380,Delivered
289,262,389,04-05-2023,8,2728,Delivered
290,588,303,24-11-2022,9,2943,Cancelled
291,346,112,08-01-2023,13,2808,Delivered
292,271,353,06-11-2022,17,4777,Delivered
293,952,385,28-09-2022,18,6534,Cancelled
294,518,270,28-09-2022,8,2944,Delivered
295,792,18,19-12-2022,12,5868,Delivered
296,589,281,10-12-2022,15,4440,Cancelled
297,38,483,11-05-2023,12,2148,Delivered
298,677,240,12-08-2022,4,1312,Cancelled
299,328,263,08-03-2023,20,2720,Cancelled
300,720,61,02-05-2023,19,950,Cancelled
301,204,459,12-01-2023,8,2888,Delivered
302,950,262,08-07-2023,6,354,Cancelled
303,5,13,10-02-2023,19,646,Cancelled
304,688,351,06-03-2023,12,5232,Delivered
305,159,404,09-01-2023,18,2754,Delivered
306,651,423,19-06-2023,13,3380,Delivered
307,712,219,17-05-2023,8,1832,Cancelled
308,436,248,18-06-2023,3,750,Cancelled
309,212,327,13-10-2022,10,4180,Cancelled
310,549,362,06-11-2022,6,294,Cancelled
311,733,293,15-05-2023,14,1862,Delivered
312,350,386,28-12-2022,5,260,Cancelled
313,973,190,01-12-2022,4,1432,Delivered
314,424,445,04-11-2022,16,7504,Cancelled
315,544,300,26-01-2023,9,3753,Cancelled
316,449,169,29-01-2023,14,3864,Delivered
317,979,470,23-10-2022,11,484,Cancelled
318,836,51,31-08-2022,10,3510,Cancelled
319,309,43,05-12-2022,16,5040,Cancelled
320,752,141,05-05-2023,12,4416,Delivered
321,948,117,18-08-2022,15,3420,Cancelled
322,940,205,21-07-2022,18,2898,Delivered
323,952,374,12-01-2023,18,7344,Cancelled
324,336,355,27-07-2022,18,3042,Delivered
325,138,323,23-01-2023,1,63,Delivered
326,735,321,21-09-2022,9,1692,Delivered
327,836,473,07-04-2023,19,190,Delivered
328,202,354,07-06-2023,9,162,Cancelled
329,756,107,03-09-2022,7,476,Delivered
330,862,382,18-04-2023,15,7500,Cancelled
331,483,39,13-06-2023,15,840,Delivered
332,38,490,05-10-2022,11,1441,Cancelled
333,79,239,26-03-2023,5,2080,Cancelled
334,883,175,13-01-2023,17,1479,Delivered
335,199,368,12-07-2023,19,6517,Delivered
336,921,113,20-06-2023,10,2050,Cancelled
337,49,469,12-09-2022,10,1760,Cancelled
338,186,217,14-07-2022,19,8303,Delivered
339,891,124,27-04-2023,16,1936,Delivered
340,226,154,18-09-2022,16,6192,Delivered
341,603,284,19-10-2022,8,1176,Delivered
342,546,89,01-07-2023,1,57,Delivered
343,852,309,06-09-2022,1,85,Delivered
344,184,499,08-12-2022,13,3965,Cancelled
345,797,166,23-02-2023,7,1400,Delivered
346,256,72,28-06-2023,19,361,Delivered
347,460,418,12-04-2023,4,1380,Delivered
348,94,362,19-11-2022,15,6270,Cancelled
349,675,299,03-01-2023,6,630,Delivered
350,996,418,28-04-2023,17,6409,Delivered
351,821,481,29-10-2022,10,600,Cancelled
352,26,115,11-10-2022,16,7120,Delivered
353,356,126,05-01-2023,11,3828,Delivered
354,77,93,09-11-2022,13,5993,Delivered
355,469,144,30-01-2023,17,2805,Cancelled
356,918,45,21-04-2023,2,128,Cancelled
357,82,80,30-03-2023,8,4000,Delivered
358,612,156,07-11-2022,7,1484,Delivered
359,100,330,18-01-2023,19,2527,Delivered
360,80,192,13-06-2023,9,1917,Cancelled
361,149,327,17-02-2023,11,2255,Cancelled
362,528,130,27-03-2023,15,855,Cancelled
363,657,496,02-10-2022,4,1908,Delivered
364,232,281,20-05-2023,2,576,Delivered
365,342,101,16-08-2022,18,7578,Delivered
366,410,486,25-04-2023,2,382,Delivered
367,307,105,11-02-2023,8,2016,Cancelled
368,447,445,27-05-2023,16,6864,Cancelled
369,716,83,17-05-2023,3,201,Delivered
370,966,296,14-01-2023,9,3987,Cancelled
371,223,230,10-07-2023,2,110,Cancelled
372,267,159,31-01-2023,8,1416,Cancelled
373,517,138,01-12-2022,7,1134,Delivered
374,812,367,18-04-2023,5,1735,Cancelled
375,554,265,19-12-2022,19,4370,Delivered
376,717,445,11-10-2022,15,4170,Cancelled
377,895,78,19-02-2023,17,8041,Cancelled
378,376,336,24-09-2022,13,4433,Delivered
379,684,161,13-08-2022,12,384,Delivered
380,837,20,01-05-2023,12,4848,Cancelled
381,374,241,14-03-2023,3,84,Cancelled
382,853,79,10-04-2023,18,8586,Delivered
383,965,140,04-06-2023,1,301,Cancelled
384,881,168,29-10-2022,1,119,Cancelled
385,222,97,08-06-2023,18,8658,Delivered
386,377,106,05-08-2022,17,3400,Delivered
387,292,247,02-05-2023,8,384,Cancelled
388,725,382,24-12-2022,14,6496,Delivered
389,685,110,29-03-2023,9,3483,Cancelled
390,553,415,07-02-2023,11,154,Cancelled
391,425,259,18-08-2022,14,5166,Delivered
392,58,266,07-01-2023,15,2475,Cancelled
393,129,398,02-05-2023,14,5782,Cancelled
394,554,450,12-12-2022,5,1245,Delivered
395,906,290,04-10-2022,13,5889,Cancelled
396,184,15,07-10-2022,20,920,Delivered
397,614,179,09-02-2023,19,5909,Delivered
398,55,255,16-03-2023,4,1948,Delivered
399,18,340,22-10-2022,11,4290,Delivered
400,280,394,04-02-2023,13,5031,Cancelled
401,312,364,05-05-2023,12,3996,Delivered
402,494,252,15-08-2022,11,3377,Cancelled
403,350,89,22-07-2022,20,2300,Delivered
404,342,127,11-11-2022,9,3609,Cancelled
405,73,178,11-09-2022,19,551,Delivered
406,761,193,07-12-2022,1,400,Delivered
407,2,167,06-02-2023,15,4185,Cancelled
408,461,45,09-12-2022,19,4655,Cancelled
409,308,13,09-11-2022,3,765,Cancelled
410,424,465,27-12-2022,19,570,Cancelled
411,628,144,23-11-2022,11,4763,Cancelled
412,306,18,10-07-2023,13,4901,Delivered
413,55,59,01-11-2022,2,904,Delivered
414,394,253,01-09-2022,12,1956,Cancelled
415,169,189,17-02-2023,7,1064,Cancelled
416,823,189,08-10-2022,11,2090,Delivered
417,816,51,22-05-2023,12,3960,Cancelled
418,167,145,05-10-2022,16,864,Delivered
419,136,369,24-09-2022,3,1278,Cancelled
420,593,224,14-06-2023,5,1615,Delivered
421,539,390,13-12-2022,16,4640,Delivered
422,107,354,06-11-2022,12,3708,Delivered
423,156,251,09-12-2022,14,6734,Delivered
424,56,375,05-08-2022,19,7239,Cancelled
425,73,30,10-12-2022,8,2224,Delivered
426,197,483,18-05-2023,5,1095,Cancelled
427,608,462,18-10-2022,5,995,Delivered
428,404,219,14-08-2022,12,3768,Cancelled
429,926,439,30-03-2023,1,318,Cancelled
430,14,342,15-11-2022,5,70,Delivered
431,361,288,03-12-2022,14,1890,Cancelled
432,814,271,13-11-2022,16,2560,Delivered
433,126,290,21-07-2022,9,3483,Cancelled
434,5,80,17-05-2023,7,609,Cancelled
435,96,251,07-07-2023,9,2754,Delivered
436,505,237,22-12-2022,13,2808,Cancelled
437,499,86,10-04-2023,17,595,Delivered
438,51,285,14-12-2022,19,3059,Cancelled
439,41,18,29-08-2022,6,696,Delivered
440,29,394,06-06-2023,3,618,Delivered
441,869,151,26-11-2022,14,2268,Cancelled
442,775,459,19-06-2023,9,4464,Cancelled
443,387,288,26-06-2023,13,4290,Delivered
444,601,306,29-09-2022,8,2136,Cancelled
445,997,432,03-08-2022,13,4966,Delivered
446,685,251,23-08-2022,3,1227,Cancelled
447,782,154,27-02-2023,16,3264,Cancelled
448,990,312,05-04-2023,8,1512,Cancelled
449,387,379,21-12-2022,6,1422,Cancelled
450,882,185,24-11-2022,4,1264,Cancelled
451,456,179,22-12-2022,20,8340,Cancelled
452,496,205,11-07-2023,17,5695,Cancelled
453,307,480,28-01-2023,3,816,Cancelled
454,738,296,18-06-2023,18,6516,Delivered
455,602,10,09-05-2023,13,1391,Cancelled
456,720,488,13-06-2023,12,1116,Delivered
457,790,353,17-07-2022,15,1350,Cancelled
458,270,151,15-10-2022,13,2756,Delivered
459,519,312,28-07-2022,3,792,Delivered
460,190,96,10-02-2023,1,320,Cancelled
461,942,492,14-02-2023,5,55,Cancelled
462,613,38,24-11-2022,1,31,Delivered
463,771,289,21-03-2023,10,1390,Delivered
464,114,175,09-05-2023,15,4200,Cancelled
465,348,395,17-05-2023,1,132,Cancelled
466,241,327,07-03-2023,5,690,Delivered
467,591,442,16-06-2023,2,594,Cancelled
468,38,415,11-01-2023,4,464,Cancelled
469,827,232,15-02-2023,8,2480,Cancelled
470,327,196,15-02-2023,15,210,Cancelled
471,617,310,27-10-2022,14,7000,Cancelled
472,688,144,30-01-2023,14,2464,Cancelled
473,616,368,29-06-2023,3,834,Delivered
474,92,190,26-05-2023,10,210,Delivered
475,370,257,13-05-2023,8,1704,Delivered
476,232,341,15-05-2023,3,1317,Cancelled
477,758,392,03-04-2023,6,1008,Cancelled
478,219,438,08-03-2023,19,4579,Delivered
479,356,7,05-02-2023,11,5434,Cancelled
480,513,371,31-01-2023,2,948,Delivered
481,682,115,27-06-2023,7,2212,Delivered
482,396,305,05-06-2023,10,1170,Delivered
483,608,496,02-05-2023,2,982,Cancelled
484,88,200,27-11-2022,1,331,Delivered
485,836,388,13-02-2023,1,328,Delivered
486,875,342,03-03-2023,14,1428,Cancelled
487,611,70,25-06-2023,7,938,Cancelled
488,490,481,02-04-2023,7,91,Cancelled
489,183,463,21-12-2022,3,948,Delivered
490,225,80,26-11-2022,3,477,Cancelled
491,94,130,07-12-2022,3,798,Delivered
492,546,38,18-03-2023,17,8347,Delivered
493,936,371,05-12-2022,5,1395,Delivered
494,995,125,25-09-2022,5,2405,Delivered
495,529,32,30-10-2022,6,498,Cancelled
496,603,121,30-01-2023,7,1050,Cancelled
497,57,288,30-09-2022,11,2101,Cancelled
498,55,79,22-05-2023,14,4564,Delivered
499,542,335,10-06-2023,16,6112,Delivered
500,84,234,29-06-2023,20,4540,Cancelled
501,210,498,03-03-2023,1,123,Cancelled
502,152,287,06-07-2023,9,279,Cancelled
503,270,267,08-10-2022,17,6749,Delivered
504,628,257,20-12-2022,8,3832,Delivered
505,457,464,10-08-2022,19,8189,Cancelled
506,25,197,24-11-2022,9,1242,Cancelled
507,168,200,30-04-2023,13,4186,Cancelled
508,794,110,27-06-2023,13,6045,Cancelled
509,847,85,23-01-2023,9,1521,Delivered
510,474,133,04-07-2023,14,3752,Delivered
511,711,342,09-01-2023,7,2625,Delivered
512,101,377,26-05-2023,11,517,Delivered
513,743,236,18-07-2022,7,301,Cancelled
514,927,308,28-10-2022,9,3141,Cancelled
515,784,132,22-11-2022,8,3968,Cancelled
516,651,82,14-06-2023,20,4140,Cancelled
517,45,296,13-05-2023,5,2150,Cancelled
518,202,105,15-01-2023,16,5504,Delivered
519,435,155,23-06-2023,7,259,Delivered
520,973,194,20-11-2022,2,576,Delivered
521,319,240,12-03-2023,3,651,Cancelled
522,955,164,06-02-2023,10,1330,Cancelled
523,568,298,21-01-2023,3,408,Delivered
524,968,283,16-12-2022,6,2262,Cancelled
525,825,434,11-12-2022,2,396,Cancelled
526,364,217,22-06-2023,1,207,Delivered
527,235,479,10-12-2022,20,5340,Delivered
528,458,71,29-08-2022,15,600,Delivered
529,292,251,11-01-2023,12,4308,Delivered
530,128,69,26-08-2022,15,2775,Cancelled
531,899,64,18-07-2022,4,1940,Cancelled
532,864,145,25-03-2023,19,4009,Cancelled
533,106,50,09-09-2022,13,5083,Cancelled
534,301,61,06-04-2023,1,95,Cancelled
535,505,302,05-11-2022,7,3346,Cancelled
536,941,422,11-06-2023,16,3808,Cancelled
537,622,107,21-09-2022,18,5652,Cancelled
538,860,99,31-07-2022,6,2664,Delivered
539,635,315,21-04-2023,12,960,Delivered
540,548,42,02-07-2023,10,3250,Cancelled
541,197,5,19-03-2023,3,477,Delivered
542,740,475,13-09-2022,8,2064,Cancelled
543,641,125,14-12-2022,7,2317,Delivered
544,305,61,10-05-2023,4,584,Delivered
545,673,148,19-09-2022,15,4515,Cancelled
546,931,221,09-07-2023,16,5024,Delivered
547,787,431,12-07-2023,19,1634,Cancelled
548,680,212,01-10-2022,4,1868,Cancelled
549,965,437,12-08-2022,20,900,Delivered
550,432,329,17-11-2022,8,592,Delivered
551,770,347,10-05-2023,18,2952,Cancelled
552,147,327,06-06-2023,1,107,Delivered
553,722,315,14-09-2022,11,4543,Cancelled
554,123,225,05-07-2023,11,2519,Delivered
555,187,68,07-05-2023,14,462,Cancelled
556,155,482,14-05-2023,10,230,Delivered
557,561,415,12-05-2023,4,1052,Cancelled
558,671,107,31-08-2022,10,4820,Delivered
559,187,446,10-04-2023,7,1694,Delivered
560,354,400,19-11-2022,18,5256,Delivered
561,303,217,24-08-2022,18,3708,Cancelled
562,367,298,31-10-2022,20,9400,Delivered
563,421,283,01-05-2023,7,2961,Delivered
564,98,191,11-07-2023,8,2896,Delivered
565,685,245,11-03-2023,5,1175,Delivered
566,946,72,27-05-2023,11,3003,Delivered
567,858,167,09-05-2023,20,4380,Delivered
568,3,179,28-02-2023,2,646,Cancelled
569,765,474,07-07-2023,15,1575,Delivered
570,665,410,20-03-2023,5,675,Delivered
571,354,39,29-10-2022,7,679,Delivered
572,756,403,24-10-2022,18,8748,Cancelled
573,778,483,15-01-2023,15,3135,Cancelled
574,446,313,01-12-2022,18,3834,Cancelled
575,843,163,06-08-2022,15,1800,Cancelled
576,421,202,30-04-2023,2,860,Delivered
577,268,56,08-04-2023,1,305,Cancelled
578,726,437,25-01-2023,3,708,Cancelled
579,274,232,27-06-2023,18,1260,Delivered
580,353,21,29-03-2023,9,648,Delivered
581,998,253,27-04-2023,6,2160,Delivered
582,646,442,29-12-2022,17,1496,Cancelled
583,679,69,27-07-2022,18,1314,Cancelled
584,592,493,24-11-2022,9,999,Cancelled
585,631,64,30-01-2023,4,560,Delivered
586,492,420,31-10-2022,6,2310,Cancelled
587,23,385,18-08-2022,20,9300,Cancelled
588,122,367,13-02-2023,6,624,Delivered
589,246,402,13-09-2022,17,2074,Cancelled
590,381,277,01-03-2023,7,2898,Delivered
591,65,493,06-04-2023,15,5115,Delivered
592,493,214,31-03-2023,8,2336,Delivered
593,275,318,13-07-2023,18,5886,Delivered
594,129,375,16-09-2022,11,1287,Delivered
595,628,28,02-10-2022,15,2325,Cancelled
596,990,344,12-09-2022,6,2304,Cancelled
597,428,454,26-12-2022,3,282,Delivered
598,529,294,23-01-2023,6,1002,Delivered
599,204,272,22-03-2023,14,700,Delivered
600,165,256,12-04-2023,16,4960,Delivered
601,308,470,10-11-2022,10,1500,Delivered
